"QC Type";"AST";"Id";"qc_date";"name_media";"batch_no";"sterility_test_conclusion";"reported_by_pc";"ast";"conclusion_pc";"conclusion_gp";"qc_result";"comments";"qc_validated_set";"User ID"
"IQC";"no";"1090";"2020-10-14";"Hektoen Enteric Agar";"HE121020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1092";"2020-10-14";"Blood Agar";"BAP121020-01";"pass";"0";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1094";"2020-10-14";"Sheep Blood Mueller-Hinton Agar";"SMH121020-01";"pass";"1";"0";"pass";"failed";"0";"";"1";"makteyka"
"IQC";"no";"1096";"2020-10-14";"Chocolate Agar";"CHOC081020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1098";"2020-10-14";"Lysine Iron Agar";"LIA081020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1100";"2020-10-16";"Chocolate Agar";"CHOC131020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1102";"2020-10-16";"Mueller Hinton II Agar ";"MHII131020-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1104";"2020-10-16";"Trypticase Soy Agar ";"TSA081020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1106";"2020-10-21";"Blood Agar";"BAP191020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1108";"2020-10-21";"MacConkey Agar";"MAC191020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1110";"2020-10-21";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS141020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1112";"2020-10-16";"Blood Culture Bottle (adult)";"BHI A091020-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1114";"2020-10-16";"Blood Culture Bottle (adult)";"BHI A091020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1116";"2020-10-21";"Blood Agar";"BAP131020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1118";"2020-10-22";"Chocolate Agar";"CHOC201020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1120";"2020-10-22";"Blood Agar";"BAP201020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1122";"2020-10-22";"Mueller Hinton II Agar ";"MHII201020-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1124";"2020-10-22";"Simmons Citrate Agar ";"CIT201020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1126";"2020-10-23";"Hektoen Enteric Agar";"HE211020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1128";"2020-10-23";"Chocolate Agar";"CHOC211020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1130";"2020-10-23";"Mueller Hinton II Agar ";"MHII211020-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1132";"2020-10-23";"Blood Agar";"BAP211020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1134";"2020-10-23";"Blood Culture Bottle (child)";"BHI P161020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1136";"2020-10-23";"Blood Culture Bottle (adult)";"BHI A141020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1137";"2020-10-21";"Blood Agar";"BAP211020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1139";"2020-10-23";"MacConkey Agar";"MAC221020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1141";"2020-10-23";"Urea Agar";"URE221020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1143";"2020-10-23";"Blood Agar";"BAP231020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1145";"2020-10-23";"Cystine Lactose Electrolyte Deficient Agar";"CLED221020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1147";"2020-10-28";"Blood Agar";"BAP261020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1149";"2020-10-28";"Blood Agar";"BAP261020-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1151";"2020-10-22";"Trypticase Soy Broth ";"TSB141020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1153";"2020-10-28";"MacConkey Agar";"MAC221020-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1155";"2020-10-28";"Mueller Hinton II Agar ";"MHII271020-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1157";"2020-11-04";"Ashdown's Broth";"ASHB261020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1159";"2020-11-04";"Chocolate Agar";"CHOC271020-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1161";"2020-11-04";"Mueller Hinton II Agar ";"MHII281020-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1163";"2020-11-04";"Mueller Hinton II Agar ";"MHII021120-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1165";"2020-11-04";"Sulfide Indole Motility Medium";"SIM021120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1167";"2020-11-04";"MacConkey Agar";"MAC031120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1169";"2020-11-04";"Simmons Citrate Agar ";"CIT031120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1171";"2020-11-04";"Chocolate Agar";"CHOC031120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1173";"2020-11-04";"Mueller Hinton II Agar ";"MHII031120-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1175";"2020-11-05";"Mueller Hinton II Agar ";"MHII031120-01";"";"";"0";"";"";"0";"";"1";"vivian"
"IQC";"yes";"1177";"2020-10-12";"Mueller Hinton II Agar ";"MHII081020-01";"";"1";"0";"failed";"";"1";"Failed IQC due to depth of agar - 3.4mm; accepted range 3.5-4.5";"1";"vivian"
"IQC";"no";"1179";"2020-11-04";"Chocolate Agar";"CHOC041120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1181";"2020-11-04";"Ashdown's Agar";"ASHA041120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1183";"2020-11-05";"Mannitol Salt Agar";"MSA041120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1185";"2020-11-12";"Blood Agar";"BAP101120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1187";"2020-11-12";"Blood Agar";"BAP101120-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1189";"2020-11-12";"Mueller Hinton II Agar ";"MHII051120-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1191";"2020-11-12";"MacConkey Agar";"MAC051120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1193";"2020-11-12";"Urea Agar";"URE051120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1195";"2020-11-12";"Hektoen Enteric Agar";"HE051120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1197";"2020-11-12";"MacConkey Agar";"MAC111120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1199";"2020-11-12";"Lysine Iron Agar";"LIA111120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1201";"2020-11-12";"Blood Agar";"BAP111120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1203";"2020-11-13";"Blood Culture Bottle (child)";"BHI P061120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1205";"2020-11-18";"Sheep Blood Mueller-Hinton Agar";"SMH121120-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1207";"2020-11-18";"Blood Agar";"BAP121120-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1209";"2020-11-18";"Blood Agar";"BAP121120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1211";"2020-11-19";"Blood Culture Bottle (child)";"BHI P131120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1213";"2020-11-19";"Mueller Hinton II Agar ";"MHII161120-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1215";"2020-11-19";"Simmons Citrate Agar ";"CIT161120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1217";"2020-11-19";"Chocolate Agar";"CHOC171120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1219";"2020-11-19";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS171120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1221";"2020-11-19";"Blood Agar";"BAP171120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1223";"2020-11-19";"Blood Agar";"BAP171120-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1225";"2020-11-19";"Chocolate Agar";"CHOC161120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1227";"2020-11-19";"Lysine Iron Agar";"LIA181120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1229";"2020-11-20";"MacConkey Agar";"MAC181120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1231";"2020-11-20";"MacConkey Agar";"MAC181120-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1233";"2020-11-20";"Chocolate Agar";"CHOC181120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1235";"2020-11-25";"Blood Agar";"BAP231120-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1237";"2020-11-25";"Blood Agar";"BAP231120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1239";"2020-11-25";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS231120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1241";"2020-11-25";"Blood Culture Bottle (adult)";"BHI A201120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1243";"2020-11-25";"Blood Culture Bottle (adult)";"BHI A201120-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1245";"2020-11-25";"Blood Culture Bottle (adult)";"BHI A191120-01";"pass";"1";"1";"pass";"pass";"0";"";"";""
"IQC";"no";"1247";"2020-11-25";"Urea Agar";"URE191120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1249";"2020-11-25";"Mueller Hinton II Agar ";"MHII191120-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1251";"2020-11-25";"Mannitol Salt Agar";"MSA191120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1253";"2020-11-25";"Blood Agar";"BAP241120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1255";"2020-11-25";"Blood Agar";"BAP241120-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1257";"2020-11-25";"Hektoen Enteric Agar";"HE241120-01";"";"1";"1";"pass";"";"0";"";"";""
"IQC";"no";"1259";"2020-11-25";"Chocolate Agar";"CHOC241120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1261";"2020-11-27";"Sheep Blood Mueller-Hinton Agar";"SMH261120-01";"failed";"1";"0";"pass";"pass";"1";"Contamination on all plates used for sterility testing";"1";"vivian"
"IQC";"no";"1263";"2020-11-27";"Urea Agar";"URE261120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1265";"2020-11-27";"Trypticase Soy Agar ";"TSA261120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1267";"2020-11-27";"MacConkey Agar";"MAC261120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1269";"2020-11-27";"Sulfide Indole Motility Medium";"SIM271120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1271";"2020-11-27";"Ashdown's Agar";"ASHA251120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1273";"2020-11-27";"Chocolate Agar";"CHOC251120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1275";"2020-11-27";"Lysine Iron Agar";"LIA251120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1277";"2020-11-27";"Mueller Hinton II Agar ";"MHII251120-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1279";"2020-11-30";"Blood Agar";"BAP301120-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1281";"2020-12-02";"Chocolate Agar";"CHOC021220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1283";"2020-12-02";"MacConkey Agar";"MAC011220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1285";"2020-12-03";"Mueller Hinton II Agar ";"MHII021220-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1287";"2020-12-10";"MacConkey Agar";"MAC031220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1289";"2020-12-10";"Mueller Hinton II Agar ";"MHII031220-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1291";"2020-12-10";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS041220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1293";"2020-12-10";"Hektoen Enteric Agar";"HE041220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1295";"2020-12-10";"Kligler Iron Agar";"KIA071220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1297";"2020-12-10";"Sulfide Indole Motility Medium";"SIM071220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1299";"2020-12-10";"Blood Agar";"BAP081220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1301";"2020-12-11";"MacConkey Agar";"MAC091220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1303";"2020-12-11";"Mueller Hinton II Agar ";"MHII091220-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1305";"2020-12-11";"Blood Culture Bottle (child)";"BHI P091220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1307";"2020-12-11";"Blood Culture Bottle (adult)";"BHI A081220-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1309";"2020-12-11";"Blood Culture Bottle (adult)";"BHI A081220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1311";"2020-12-11";"Mannitol Salt Agar";"MSA101220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1313";"2020-12-11";"Chocolate Agar";"CHOC101220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1315";"2020-12-11";"Blood Agar";"BAP101220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1317";"2020-12-14";"Blood Agar";"BAP141220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1319";"2020-12-14";"Blood Agar";"BAP141220-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1321";"2020-12-11";"Blood Culture Bottle (adult)";"BHI A101220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1323";"2020-12-14";"Blood Culture Bottle (adult)";"BHI A111220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1325";"2020-12-14";"Blood Culture Bottle (adult)";"BHI A111220-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1327";"2020-12-02";"Blood Agar";"BAP011220-01";"failed";"1";"1";"pass";"pass";"1";"This batch was prepared using Aptaca plates and contamination on sterility plates showed colonies under the media. This could indicate that plates had some form of environmental contam. These plates will be retained for CMML internal use only and not for supply to customers. Additional swab testing on plates were inconclusive ";"1";"vivian"
"IQC";"no";"1329";"2020-12-18";"Lysine Iron Agar";"LIA151220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1331";"2020-12-17";"Chocolate Agar";"CHOC151220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1333";"2020-12-17";"Blood Agar";"BAP151220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1335";"2020-12-17";"Mueller Hinton II Agar ";"MHII151220-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1337";"2020-12-18";"Simmons Citrate Agar ";"CIT161220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1339";"2020-12-18";"Sheep Blood Mueller-Hinton Agar";"SMH181220-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1341";"2020-12-18";"Urea Agar";"URE171220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1343";"2020-12-18";"Blood Culture Bottle (adult)";"BHI A161220-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1345";"2020-12-18";"Blood Culture Bottle (adult)";"BHI A161220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1347";"2020-12-24";"Mueller Hinton II Agar ";"MHII221220-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1349";"2020-12-24";"Blood Agar";"BAP211220-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1351";"2020-12-24";"Blood Agar";"BAP211220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1353";"2020-12-24";"MacConkey Agar";"MAC221220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1355";"2020-12-24";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS221220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1357";"2020-12-24";"Chocolate Agar";"CHOC221220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1359";"2020-12-24";"Hektoen Enteric Agar";"HE211220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1361";"2020-12-24";"Blood Agar";"BAP231220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1363";"2020-12-24";"Blood Agar";"BAP231220-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1365";"2020-12-24";"Chocolate Agar";"CHOC231220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1367";"2020-12-24";"Hektoen Enteric Agar";"HE231220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1369";"2020-12-24";"Kligler Iron Agar";"KIA231220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1371";"2020-12-24";"Blood Culture Bottle (adult)";"BHI A181220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1373";"2020-12-24";"Blood Culture Bottle (child)";"BHI P171220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1375";"2020-12-24";"Blood Culture Bottle (adult)";"BHI A181220-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1377";"2020-12-30";"Blood Agar";"BAP281220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1379";"2020-12-30";"Ashdown's Agar";"ASHA281220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1381";"2020-12-30";"Kligler Iron Agar";"KIA281220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1383";"2020-12-30";"Cystine Lactose Electrolyte Deficient Agar";"CLED281220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1385";"2020-12-30";"Mannitol Salt Agar";"MSA251220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1387";"2020-12-30";"Blood Culture Bottle (child)";"BHI P251220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1389";"2020-12-30";"Blood Culture Bottle (adult)";"BHI A251220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1391";"2020-12-30";"Chocolate Agar";"CHOC241220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1393";"2020-12-30";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"TCBS241220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1395";"2020-12-30";"MacConkey Agar";"MAC241220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1397";"2020-12-30";"Mueller Hinton II Agar ";"MHII241220-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1399";"2020-12-30";"Chocolate Agar";"CHOC291220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1401";"2020-12-31";"Trypticase Soy Broth + 20% glycerol";"TSBG291220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1403";"2020-12-31";"Blood Agar";"BAP291220-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1405";"2020-12-31";"Blood Agar";"BAP291220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1407";"2021-01-08";"Cystine Lactose Electrolyte Deficient Agar";"CLED040121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1409";"2021-01-08";"Mannitol Salt Agar";"MSA040121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1411";"2021-01-06";"Hektoen Enteric Agar";"HE301220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1413";"2021-01-06";"MacConkey Agar";"MAC301220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1415";"2021-01-06";"Mueller Hinton II Agar ";"MHII301220-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1417";"2021-01-06";"Chocolate Agar";"CHOC301220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1419";"2021-01-08";"Blood Agar";"BAP040121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1421";"2021-01-08";"Blood Culture Bottle (adult)";"BHI A311220-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1423";"2021-01-08";"Hektoen Enteric Agar";"HE050121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1425";"2021-01-08";"Blood Agar";"BAP050121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1427";"2021-01-08";"Blood Agar";"BAP050121-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1429";"2021-01-08";"Chocolate Agar";"CHOC050121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1431";"2021-01-14";"Lysine Iron Agar";"LIA110121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"yes";"1433";"2021-01-14";"Mueller Hinton II Agar ";"MHII110121-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1435";"2021-01-14";"Blood Agar";"BAP110121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"yes";"1437";"2021-01-14";"Sheep Blood Mueller-Hinton Agar";"SMH120121-01";"pass";"1";"0";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1439";"2021-01-14";"Blood Agar";"BAP120121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1441";"2021-01-14";"Chocolate Agar";"CHOC120121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"vivian"
"IQC";"no";"1443";"2021-01-15";"Blood Culture Bottle (adult)";"BHI A060121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1445";"2021-01-15";"Blood Culture Bottle (adult)";"BHI A060121-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1447";"2021-01-15";"Blood Culture Bottle (adult)";"BHI A080121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1449";"2021-01-15";"MacConkey Agar";"MAC130121-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1451";"2021-01-15";"MacConkey Agar";"MAC130121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1453";"2021-01-15";"Chocolate Agar";"CHOC130121-01";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
"IQC";"no";"1455";"2021-01-18";"MacConkey Agar";"MAC180121-02";"pass";"1";"1";"pass";"pass";"0";"";"1";"makteyka"
