"Customer name";"Media name";"Quantity";"Batch number";"Delivery date";"Media type";"Original ref";"Original quantity"
"Central Media Making Laboratory";"MacConkey Agar";"10";"MAC180121-02";"2021-02-23";"Plate";"";""
"Central Media Making Laboratory";"Blood Culture Bottle (child)";"5";"BHI P251220-01";"2021-02-24";"Child Bottle";"";""
"BOM";"Blood Agar";"20";"BAP090221-02";"2021-02-24";"Plate";"";""
"BOM";"Blood Agar";"20";"BAP160221-01";"2021-02-24";"Plate";"";""
"Dynamic Pharma ";"Blood Agar";"150";"BAP160221-01";"2021-02-25";"Plate";"";""
"Dynamic Pharma ";"Chocolate Agar";"90";"CHOC100221-01";"2021-02-25";"Plate";"";""
"Dynamic Pharma ";"MacConkey Agar";"180";"MAC040221-01";"2021-02-25";"Plate";"";""
"Dynamic Pharma ";"Hektoen Enteric Agar";"100";"HE120221-01";"2021-02-25";"Plate";"";""
"Dynamic Pharma ";"Hektoen Enteric Agar";"80";"HE180221-01";"2021-02-25";"Plate";"";""
"Dynamic Pharma ";"Cystine Lactose Electrolyte Deficient Agar";"110";"CLED220221-01";"2021-02-25";"Plate";"";""
"Dynamic Pharma ";"Cystine Lactose Electrolyte Deficient Agar";"40";"CLED150221-01";"2021-02-25";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Blood Agar";"210";"BAP220221-01";"2021-02-26";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Chocolate Agar";"200";"CHOC170221-01";"2021-02-26";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Mueller Hinton II Agar ";"50";"MHII110221-01";"2021-02-26";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"MacConkey Agar";"100";"MAC040221-01";"2021-02-26";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"MacConkey Agar";"100";"MAC170221-01";"2021-02-26";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Mannitol Salt Agar";"10";"MSA150221-01";"2021-02-26";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Hektoen Enteric Agar";"20";"HE010221-01";"2021-02-26";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Ashdown's Agar";"10";"ASHA020221-01";"2021-02-26";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS010221-01";"2021-02-26";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Trypticase Soy Broth ";"100";"TSB200121-01";"2021-02-26";"Tube";"";""
"National Public Health Laboratory Microbiology Unit";"Cystine Lactose Electrolyte Deficient Agar";"40";"CLED190121-01";"2021-02-26";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Cystine Lactose Electrolyte Deficient Agar";"60";"CLED150221-01";"2021-02-26";"Plate";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"200";"BHI A120221-01";"2021-02-25";"Adult Bottle";"";""
"Siem Reap";"Blood Agar";"40";"BAP160221-01";"2021-02-25";"Plate";"";""
"Siem Reap";"Blood Agar";"60";"BAP220221-01";"2021-02-25";"Plate";"";""
"Siem Reap";"Chocolate Agar";"50";"CHOC100221-01";"2021-02-25";"Plate";"";""
"Siem Reap";"Chocolate Agar";"140";"CHOC170221-01";"2021-02-25";"Plate";"";""
"Siem Reap";"Chocolate Agar";"10";"CHOC180221-01";"2021-02-25";"Plate";"";""
"Central Media Making Laboratory";"Blood Agar";"80";"BAP110221-01";"2021-02-25";"Plate";"";""
"Takeo";"Blood Agar";"320";"BAP220221-02";"2021-02-25";"Plate";"";""
"Takeo";"Blood Agar";"40";"BAP220221-01";"2021-02-25";"Plate";"";""
"Takeo";"Mannitol Salt Agar";"40";"MSA150221-01";"2021-02-25";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Sheep Blood Mueller-Hinton Agar";"10";"SMH230221-01";"2021-02-26";"Plate";"";""
"National Public Health Laboratory Microbiology Unit";"Modified Thayer-Martin Agar ";"20";"MTM230221-01";"2021-02-26";"Plate";"";""
"Biobykin";"Blood Culture Bottle (adult)";"20";"BHI A120221-01";"2021-02-26";"Adult Bottle";"";""
"Biobykin";"Blood Culture Bottle (child)";"20";"BHI P220121-01";"2021-02-26";"Child Bottle";"";""
"Biobykin";"Blood Agar";"10";"BAP220221-01";"2021-02-26";"Plate";"";""
"Biobykin";"Blood Agar";"50";"BAP230221-01";"2021-02-26";"Plate";"";""
"Biobykin";"Mueller Hinton II Agar ";"60";"MHII110221-01";"2021-02-26";"Plate";"";""
"Biobykin";"MacConkey Agar";"60";"MAC170221-01";"2021-02-26";"Plate";"";""
"Diagnostic and Detection Laboratory";"Blood Agar";"20";"BAP230221-01";"2021-02-26";"Plate";"";""
"Diagnostic and Detection Laboratory";"Chocolate Agar";"20";"CHOC180221-01";"2021-02-26";"Plate";"";""
"Diagnostic and Detection Laboratory";"Mueller Hinton II Agar ";"20";"MHII110221-01";"2021-02-26";"Plate";"";""
"Diagnostic and Detection Laboratory";"MacConkey Agar";"20";"MAC170221-01";"2021-02-26";"Plate";"";""
"Diagnostic and Detection Laboratory";"Hektoen Enteric Agar";"10";"HE010221-01";"2021-02-26";"Plate";"";""
"Svay Rieng";"Blood Agar";"50";"BAP230221-01";"2021-03-01";"Plate";"";""
"Svay Rieng";"Chocolate Agar";"50";"CHOC180221-01";"2021-03-01";"Plate";"";""
"Svay Rieng";"Mueller Hinton II Agar ";"30";"MHII110221-01";"2021-03-01";"Plate";"";""
"Svay Rieng";"MacConkey Agar";"50";"MAC170221-01";"2021-03-01";"Plate";"";""
"Svay Rieng";"Mannitol Salt Agar";"20";"MSA150221-01";"2021-03-01";"Plate";"";""
"Svay Rieng";"Ashdown's Agar";"10";"ASHA020221-01";"2021-03-01";"Plate";"";""
"Amatak Laboratory";"Blood Culture Bottle (child)";"50";"BHI P220121-01";"2021-03-02";"Child Bottle";"";""
"Olympia Medical Hub";"Blood Agar";"50";"BAP230221-01";"2021-03-09";"Plate";"";""
"Olympia Medical Hub";"Chocolate Agar";"50";"CHOC180221-01";"2021-03-09";"Plate";"";""
"Olympia Medical Hub";"Mueller Hinton II Agar ";"20";"MHII110221-01";"2021-03-09";"Plate";"";""
"Olympia Medical Hub";"MacConkey Agar";"50";"MAC170221-01";"2021-03-09";"Plate";"";""
"Olympia Medical Hub";"Sheep Blood Mueller-Hinton Agar";"10";"SMH230221-01";"2021-03-09";"Plate";"";""
"Olympia Medical Hub";"Hektoen Enteric Agar";"10";"HE180221-01";"2021-03-09";"Plate";"";""
"Olympia Medical Hub";"Ashdown's Agar";"10";"ASHA250221-01";"2021-03-09";"Plate";"";""
"Olympia Medical Hub";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS010221-01";"2021-03-09";"Plate";"";""
"Olympia Medical Hub";"Kligler Iron Agar";"30";"KIA200121-01";"2021-03-09";"Tube";"";""
"Olympia Medical Hub";"Lysine Iron Agar";"30";"LIA210121-01";"2021-03-09";"Tube";"";""
"Olympia Medical Hub";"Sulfide Indole Motility Medium";"30";"SIM071220-01";"2021-03-09";"Tube";"";""
"Olympia Medical Hub";"Simmons Citrate Agar ";"30";"CIT161220-01";"2021-03-09";"Tube";"";""
"Olympia Medical Hub";"Urea Agar";"30";"URE280121-01";"2021-03-09";"Tube";"";""
"Pro Laboratory";"Blood Agar";"30";"BAP230221-01";"2021-03-05";"Plate";"";""
"Pro Laboratory";"Mueller Hinton II Agar ";"30";"MHII160221-01";"2021-03-05";"Plate";"";""
"Pro Laboratory";"MacConkey Agar";"30";"MAC170221-01";"2021-03-05";"Plate";"";""
"Sunrise Hospital";"Blood Agar";"30";"BAP230221-01";"2021-03-09";"Plate";"";""
"Sunrise Hospital";"Blood Agar";"50";"BAP020321-01";"2021-03-09";"Plate";"";""
"Sunrise Hospital";"MacConkey Agar";"80";"MAC240221-01";"2021-03-09";"Plate";"";""
"Sunrise Hospital";"Mueller Hinton II Agar ";"80";"MHII160221-01";"2021-03-09";"Plate";"";""
"Sunrise Hospital";"Chocolate Agar";"50";"CHOC180221-01";"2021-03-09";"Plate";"";""
"Sunrise Hospital";"Mannitol Salt Agar";"20";"MSA150221-01";"2021-03-09";"Plate";"";""
"Sunrise Hospital";"Kligler Iron Agar";"50";"KIA200121-01";"2021-03-09";"Tube";"";""
"Sunrise Hospital";"Lysine Iron Agar";"50";"LIA210121-01";"2021-03-09";"Tube";"";""
"Sunrise Hospital";"Sulfide Indole Motility Medium";"50";"SIM071220-01";"2021-03-09";"Tube";"";""
"Sunrise Hospital";"Simmons Citrate Agar ";"50";"CIT161220-01";"2021-03-09";"Tube";"";""
"Sunrise Hospital";"Urea Agar";"50";"URE280121-01";"2021-03-09";"Tube";"";""
"Sunrise Hospital";"Hektoen Enteric Agar";"10";"HE180221-01";"2021-03-09";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"260";"BAP020321-01";"2021-03-09";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"90";"BAP020321-02";"2021-03-09";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Chocolate Agar";"30";"CHOC180221-01";"2021-03-09";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mueller Hinton II Agar ";"100";"MHII160221-01";"2021-03-09";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"100";"MAC170221-01";"2021-03-09";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"250";"MAC240221-01";"2021-03-09";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mannitol Salt Agar";"60";"MSA150221-01";"2021-03-09";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mannitol Salt Agar";"20";"MSA010321-01";"2021-03-09";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Ashdown's Agar";"50";"ASHA250221-01";"2021-03-09";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Kligler Iron Agar";"40";"KIA200121-01";"2021-03-09";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Lysine Iron Agar";"40";"LIA210121-01";"2021-03-09";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Sulfide Indole Motility Medium";"40";"SIM071220-01";"2021-03-09";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Simmons Citrate Agar ";"30";"CIT161220-01";"2021-03-09";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Simmons Citrate Agar ";"10";"CIT270121-01";"2021-03-09";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Urea Agar";"40";"URE280121-01";"2021-03-09";"Tube";"";""
"BOM";"Blood Agar";"100";"BAP020321-02";"2021-03-09";"Plate";"";""
"BOM";"Chocolate Agar";"40";"CHOC180221-01";"2021-03-09";"Plate";"";""
"BOM";"MacConkey Agar";"90";"MAC240221-01";"2021-03-09";"Plate";"";""
"BOM";"Ashdown's Agar";"50";"ASHA250221-01";"2021-03-09";"Plate";"";""
"US NAMRU-2";"Blood Agar";"100";"BAP020321-02";"2021-03-16";"Plate";"";""
"US NAMRU-2";"Chocolate Agar";"50";"CHOC180221-01";"2021-03-16";"Plate";"";""
"US NAMRU-2";"Mueller Hinton II Agar ";"50";"MHII160221-01";"2021-03-16";"Plate";"";""
"US NAMRU-2";"Lysine Iron Agar";"20";"LIA210121-01";"2021-03-16";"Tube";"";""
"US NAMRU-2";"Sulfide Indole Motility Medium";"20";"SIM020221-01";"2021-03-16";"Tube";"";""
"US NAMRU-2";"Simmons Citrate Agar ";"20";"CIT270121-01";"2021-03-16";"Tube";"";""
"US NAMRU-2";"MacConkey Agar";"50";"MAC040321-01";"2021-03-16";"Plate";"";""
"Diagnostic and Detection Laboratory";"Blood Agar";"20";"BAP020321-02";"2021-03-16";"Plate";"";""
"Diagnostic and Detection Laboratory";"Chocolate Agar";"20";"CHOC180221-01";"2021-03-16";"Plate";"";""
"Diagnostic and Detection Laboratory";"Mueller Hinton II Agar ";"20";"MHII160221-01";"2021-03-16";"Plate";"";""
"Diagnostic and Detection Laboratory";"MacConkey Agar";"20";"MAC040321-01";"2021-03-16";"Plate";"";""
"Diagnostic and Detection Laboratory";"Hektoen Enteric Agar";"10";"HE180221-01";"2021-03-16";"Plate";"";""
"Diagnostic and Detection Laboratory";"Kligler Iron Agar";"10";"KIA200121-01";"2021-03-16";"Tube";"";""
"Diagnostic and Detection Laboratory";"Lysine Iron Agar";"10";"LIA210121-01";"2021-03-16";"Tube";"";""
"Diagnostic and Detection Laboratory";"Sulfide Indole Motility Medium";"10";"SIM071220-01";"2021-03-16";"Tube";"";""
"Diagnostic and Detection Laboratory";"Simmons Citrate Agar ";"10";"CIT270121-01";"2021-03-16";"Tube";"";""
"Diagnostic and Detection Laboratory";"Urea Agar";"10";"URE280121-01";"2021-03-16";"Tube";"";""
"Siem Reap";"Chocolate Agar";"20";"CHOC180221-01";"2021-03-18";"Plate";"";""
"Siem Reap";"Chocolate Agar";"230";"CHOC250221-01";"2021-03-18";"Plate";"";""
"Siem Reap";"Blood Agar";"220";"BAP030321-01";"2021-03-18";"Plate";"";""
"Siem Reap";"MacConkey Agar";"100";"MAC040321-01";"2021-03-18";"Plate";"";""
"Siem Reap";"Ashdown's Agar";"20";"ASHA250221-01";"2021-03-18";"Plate";"";""
"Siem Reap";"Mueller Hinton II Agar ";"80";"MHII160221-01";"2021-03-18";"Plate";"";""
"Siem Reap";"Mueller Hinton II Agar ";"120";"MHII180221-01";"2021-03-18";"Plate";"";""
"Siem Reap";"Sheep Blood Mueller-Hinton Agar";"40";"SMH230221-01";"2021-03-18";"Plate";"";""
"Siem Reap";"Hektoen Enteric Agar";"10";"HE180221-01";"2021-03-18";"Plate";"";""
"Siem Reap";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS010221-01";"2021-03-18";"Plate";"";""
"Siem Reap";"Kligler Iron Agar";"30";"KIA200121-01";"2021-03-18";"Tube";"";""
"Siem Reap";"Lysine Iron Agar";"20";"LIA210121-01";"2021-03-18";"Tube";"";""
"Siem Reap";"Lysine Iron Agar";"10";"LIA270121-01";"2021-03-18";"Tube";"";""
"Siem Reap";"Simmons Citrate Agar ";"30";"CIT270121-01";"2021-03-18";"Tube";"";""
"Siem Reap";"Sulfide Indole Motility Medium";"30";"SIM020221-01";"2021-03-18";"Tube";"";""
"Siem Reap";"Urea Agar";"30";"URE280121-01";"2021-03-18";"Tube";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"116";"BHI A290121-01";"2021-03-18";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"3";"BHI A120221-01";"2021-03-18";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (child)";"20";"BHI P220121-01";"2021-03-18";"Child Bottle";"";""
"Siem Reap";"Cystine Lactose Electrolyte Deficient Agar";"60";"CLED150221-01";"2021-03-18";"Plate";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"225";"BHI A260221-01";"2021-03-18";"Adult Bottle";"";""
"Siem Reap";"Blood Culture Bottle (adult)";"56";"BHI A050321-01";"2021-03-18";"Adult Bottle";"";""
"BOM";"MacConkey Agar";"10";"MAC040321-01";"2021-03-18";"Plate";"";""
"Kossamak";"Blood Culture Bottle (adult)";"100";"BHI A050321-01";"2021-03-19";"Adult Bottle";"";""
"Kossamak";"Chocolate Agar";"60";"CHOC250221-01";"2021-03-19";"Plate";"";""
"Kossamak";"Mueller Hinton II Agar ";"100";"MHII180221-01";"2021-03-19";"Plate";"";""
"Kossamak";"MacConkey Agar";"100";"MAC040321-01";"2021-03-19";"Plate";"";""
"Kossamak";"Mannitol Salt Agar";"60";"MSA010321-01";"2021-03-19";"Plate";"";""
"Kossamak";"Kligler Iron Agar";"30";"KIA200121-01";"2021-03-19";"Tube";"";""
"Kossamak";"Kligler Iron Agar";"30";"KIA260121-01";"2021-03-19";"Tube";"";""
"Kossamak";"Lysine Iron Agar";"60";"LIA270121-01";"2021-03-19";"Tube";"";""
"Kossamak";"Sulfide Indole Motility Medium";"60";"SIM020221-01";"2021-03-19";"Tube";"";""
"Kossamak";"Simmons Citrate Agar ";"60";"CIT270121-01";"2021-03-19";"Tube";"";""
"Kossamak";"Urea Agar";"60";"URE280121-01";"2021-03-19";"Tube";"";""
"Kampong Cham";"Blood Culture Bottle (adult)";"70";"BHI A050321-01";"2021-03-22";"Adult Bottle";"";""
"Kampong Cham";"Blood Culture Bottle (adult)";"80";"BHI A050321-02";"2021-03-22";"Adult Bottle";"";""
"Kampong Cham";"Blood Culture Bottle (child)";"50";"BHI P220121-01";"2021-03-22";"Child Bottle";"";""
"Kampong Cham";"Blood Agar";"10";"BAP030321-01";"2021-03-22";"Plate";"";""
"Kampong Cham";"Blood Agar";"250";"BAP100321-01";"2021-03-22";"Plate";"";""
"Kampong Cham";"Chocolate Agar";"20";"CHOC250221-01";"2021-03-22";"Plate";"";""
"Kampong Cham";"Chocolate Agar";"280";"CHOC030321-01";"2021-03-22";"Plate";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"130";"MHII180221-01";"2021-03-22";"Plate";"";""
"Kampong Cham";"Mueller Hinton II Agar ";"30";"MHII170321-01";"2021-03-22";"Plate";"";""
"Kampong Cham";"MacConkey Agar";"80";"MAC040321-01";"2021-03-22";"Plate";"";""
"Kampong Cham";"Sheep Blood Mueller-Hinton Agar";"40";"SMH230221-01";"2021-03-22";"Plate";"";""
"Kampong Cham";"Mannitol Salt Agar";"20";"MSA010321-01";"2021-03-22";"Plate";"";""
"Kampong Cham";"Hektoen Enteric Agar";"20";"HE090321-01";"2021-03-22";"Plate";"";""
"Kampong Cham";"Ashdown's Agar";"10";"ASHA250221-01";"2021-03-22";"Plate";"";""
"Kampong Cham";"Ashdown's Agar";"10";"ASHA110321-01";"2021-03-22";"Plate";"";""
"Kampong Cham";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"20";"TCBS090321-01";"2021-03-22";"Plate";"";""
"Kampong Cham";"Trypticase Soy Broth + 20% glycerol";"50";"TSBG200121-01";"2021-03-22";"Tube";"";""
"Svay Rieng";"Blood Agar";"20";"BAP100321-01";"2021-03-22";"Plate";"";""
"Svay Rieng";"Chocolate Agar";"20";"CHOC030321-01";"2021-03-22";"Plate";"";""
"Svay Rieng";"MacConkey Agar";"20";"MAC040321-01";"2021-03-22";"Plate";"";""
"Svay Rieng";"Mannitol Salt Agar";"20";"MSA010321-01";"2021-03-22";"Plate";"";""
"Svay Rieng";"Simmons Citrate Agar ";"40";"CIT270121-01";"2021-03-22";"Tube";"";""
"Svay Rieng";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS090321-01";"2021-03-22";"Plate";"";""
"Takeo";"Blood Culture Bottle (adult)";"148";"BHI A050321-02";"2021-03-23";"Adult Bottle";"";""
"Takeo";"Blood Culture Bottle (adult)";"102";"BHI A120321-01";"2021-03-23";"Adult Bottle";"";""
"Takeo";"Blood Culture Bottle (child)";"100";"BHI P220121-01";"2021-03-23";"Child Bottle";"";""
"Takeo";"Blood Agar";"40";"BAP100321-01";"2021-03-23";"Plate";"";""
"Takeo";"Blood Agar";"100";"BAP100321-02";"2021-03-23";"Plate";"";""
"Takeo";"Chocolate Agar";"30";"CHOC030321-01";"2021-03-23";"Plate";"";""
"Takeo";"Chocolate Agar";"210";"CHOC110321-01";"2021-03-23";"Plate";"";""
"Takeo";"Mueller Hinton II Agar ";"130";"MHII170321-01";"2021-03-23";"Plate";"";""
"Takeo";"MacConkey Agar";"10";"MAC040321-01";"2021-03-23";"Plate";"";""
"Takeo";"MacConkey Agar";"130";"MAC150321-01";"2021-03-23";"Plate";"";""
"Takeo";"Sheep Blood Mueller-Hinton Agar";"30";"SMH230221-01";"2021-03-23";"Plate";"";""
"Takeo";"Mannitol Salt Agar";"100";"MSA010321-01";"2021-03-23";"Plate";"";""
"Takeo";"Hektoen Enteric Agar";"10";"HE090321-01";"2021-03-23";"Plate";"";""
"Takeo";"Ashdown's Agar";"10";"ASHA110321-01";"2021-03-23";"Plate";"";""
"Takeo";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"10";"TCBS090321-01";"2021-03-23";"Plate";"";""
"Takeo";"Kligler Iron Agar";"60";"KIA260121-01";"2021-03-23";"Tube";"";""
"Takeo";"Lysine Iron Agar";"60";"LIA270121-01";"2021-03-23";"Tube";"";""
"Takeo";"Sulfide Indole Motility Medium";"60";"SIM020221-01";"2021-03-23";"Tube";"";""
"Takeo";"Simmons Citrate Agar ";"60";"CIT270121-01";"2021-03-23";"Tube";"";""
"Takeo";"Urea Agar";"60";"URE080221-01";"2021-03-23";"Tube";"";""
"Takeo";"Trypticase Soy Agar ";"50";"TSA261120-01";"2021-03-23";"Tube";"";""
"Takeo";"Trypticase Soy Broth + 20% glycerol";"50";"TSBG200121-01";"2021-03-23";"Tube";"";""
"Sunrise Hospital";"Blood Agar";"80";"BAP100321-02";"2021-03-25";"Plate";"";""
"Sunrise Hospital";"MacConkey Agar";"80";"MAC150321-01";"2021-03-25";"Plate";"";""
"Sunrise Hospital";"Mueller Hinton II Agar ";"80";"MHII170321-01";"2021-03-25";"Plate";"";""
"Sunrise Hospital";"Chocolate Agar";"50";"CHOC110321-01";"2021-03-25";"Plate";"";""
"Sunrise Hospital";"Mannitol Salt Agar";"20";"MSA010321-01";"2021-03-25";"Plate";"";""
"AFRIM Project BTB";"Kligler Iron Agar";"180";"KIA260121-01";"2021-03-25";"Tube";"";""
"AFRIM Project BTB";"Lysine Iron Agar";"50";"LIA270121-01";"2021-03-25";"Tube";"";""
"AFRIM Project BTB";"Mueller Hinton II Agar ";"50";"MHII170321-01";"2021-03-25";"Plate";"";""
"AFRIM Project BTB";"Blood Agar";"120";"BAP100321-02";"2021-03-25";"Plate";"";""
"AFRIM Project BTB";"MacConkey Agar";"70";"MAC150321-01";"2021-03-25";"Plate";"";""
"AFRIM Project BTB";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"20";"TCBS090321-01";"2021-03-25";"Plate";"";""
"AFRIM Project BTB";"Thiosulfate Citrate Bile Salts Sucrose Agar ";"20";"TCBS160321-01";"2021-03-25";"Plate";"";""
"AFRIM Project BTB";"Hektoen Enteric Agar";"20";"HE090321-01";"2021-03-25";"Plate";"";""
"AFRIM Project BTB";"Hektoen Enteric Agar";"30";"HE190321-01";"2021-03-25";"Plate";"";""
"International Standard lab";"Blood Culture Bottle (adult)";"50";"BHI A120321-01";"2021-03-25";"Adult Bottle";"";""
"International Standard lab";"Blood Culture Bottle (child)";"30";"BHI P220121-01";"2021-03-25";"Child Bottle";"";""
"Urology clinic";"Mueller Hinton II Agar ";"20";"MHII170321-01";"2021-03-30";"Plate";"";""
"Urology clinic";"MacConkey Agar";"20";"MAC150321-01";"2021-03-30";"Plate";"";""
"Kossamak";"Blood Agar";"20";"BAP100321-02";"2021-03-29";"Plate";"";""
"Kossamak";"Blood Agar";"80";"BAP180321-01";"2021-03-29";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"120";"BAP180321-01";"2021-03-30";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Blood Agar";"180";"BAP220321-01";"2021-03-30";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Chocolate Agar";"30";"CHOC110321-01";"2021-03-30";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mueller Hinton II Agar ";"30";"MHII170321-01";"2021-03-30";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mueller Hinton II Agar ";"120";"MHII240321-01";"2021-03-30";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"100";"MAC150321-01";"2021-03-30";"Plate";"";""
"Khmer Soviet Friendship Hospital";"MacConkey Agar";"200";"MAC180321-01";"2021-03-30";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mannitol Salt Agar";"20";"MSA010321-01";"2021-03-30";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Mannitol Salt Agar";"20";"MSA220321-01";"2021-03-30";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Ashdown's Agar";"50";"ASHA110321-01";"2021-03-30";"Plate";"";""
"Khmer Soviet Friendship Hospital";"Kligler Iron Agar";"40";"KIA260121-01";"2021-03-30";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Lysine Iron Agar";"40";"LIA270121-01";"2021-03-30";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Sulfide Indole Motility Medium";"40";"SIM020221-01";"2021-03-30";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Simmons Citrate Agar ";"40";"CIT270121-01";"2021-03-30";"Tube";"";""
"Khmer Soviet Friendship Hospital";"Urea Agar";"40";"URE080221-01";"2021-03-30";"Tube";"";""
"Siem Reap";"Chocolate Agar";"20";"CHOC110321-01";"2021-03-30";"Plate";"";""
"Siem Reap";"Chocolate Agar";"230";"CHOC180321-01";"2021-03-30";"Plate";"";""
"Siem Reap";"Cystine Lactose Electrolyte Deficient Agar";"40";"CLED110321-01";"2021-03-30";"Plate";"";""
"Pro Laboratory";"Blood Culture Bottle (adult)";"30";"BHI A120321-01";"2021-03-30";"Adult Bottle";"";""
"Pro Laboratory";"Blood Agar";"30";"BAP230321-02";"2021-03-30";"Plate";"";""
"Pro Laboratory";"Mueller Hinton II Agar ";"30";"MHII240321-01";"2021-03-30";"Plate";"";""
"Pro Laboratory";"MacConkey Agar";"30";"MAC180321-01";"2021-03-30";"Plate";"";""
"Takeo";"Blood Agar";"130";"BAP220321-01";"2021-03-30";"Plate";"";""
"Takeo";"Blood Agar";"120";"BAP230321-02";"2021-03-30";"Plate";"";""
"Takeo";"Chocolate Agar";"90";"CHOC180321-01";"2021-03-30";"Plate";"";""
"Takeo";"Chocolate Agar";"110";"CHOC230321-01";"2021-03-30";"Plate";"";""
"Central Media Making Laboratory";"Blood Agar";"20";"BAP180321-01";"2021-03-30";"Plate";"";""
"Biobykin";"Blood Culture Bottle (adult)";"10";"BHI A120321-01";"2021-04-02";"Adult Bottle";"";""
"Biobykin";"Blood Culture Bottle (child)";"10";"BHI P220121-01";"2021-04-02";"Child Bottle";"";""
"Biobykin";"Blood Agar";"20";"BAP230321-02";"2021-04-02";"Plate";"";""
"Biobykin";"Mueller Hinton II Agar ";"20";"MHII240321-01";"2021-04-02";"Plate";"";""
"Biobykin";"MacConkey Agar";"20";"MAC180321-01";"2021-04-02";"Plate";"";""
"Amatak Laboratory";"Blood Culture Bottle (adult)";"10";"BHI A120321-01";"2021-04-05";"Adult Bottle";"";""
"Amatak Laboratory";"Blood Culture Bottle (child)";"50";"BHI P220121-01";"2021-04-05";"Child Bottle";"";""
"Battambang";"Blood Agar";"150";"BAP230321-02";"2021-04-05";"Plate";"";""
"Battambang";"Blood Agar";"60";"BAP240321-01";"2021-04-05";"Plate";"";""
"Battambang";"Chocolate Agar";"20";"CHOC230321-01";"2021-04-05";"Plate";"";""
"Battambang";"Mueller Hinton II Agar ";"150";"MHII240321-01";"2021-04-05";"Plate";"";""
"Battambang";"Sheep Blood Mueller-Hinton Agar";"10";"SMH230221-01";"2021-04-05";"Plate";"";""
"Battambang";"Kligler Iron Agar";"30";"KIA260121-01";"2021-04-05";"Tube";"";""
"Battambang";"Kligler Iron Agar";"160";"KIA110221-01";"2021-04-05";"Tube";"";""
"Battambang";"Lysine Iron Agar";"130";"LIA270121-01";"2021-04-05";"Tube";"";""
"Battambang";"Lysine Iron Agar";"50";"LIA100221-01";"2021-04-05";"Tube";"";""
"Battambang";"Sulfide Indole Motility Medium";"180";"SIM020221-01";"2021-04-05";"Tube";"";""
"Battambang";"Simmons Citrate Agar ";"150";"CIT270121-01";"2021-04-05";"Tube";"";""
"Battambang";"Simmons Citrate Agar ";"30";"CIT240221-01";"2021-04-05";"Tube";"";""
